weather_station,date,hour,preciptation,max_temperature,min_temperature,Insolacao,evaporation,average_temperature,average_relative_humidity,average_wind_speed
83587,12/06/17,12:00:00,7.2,,18.1,,,,,
83587,13/06/17,00:00:00,,25.3,,8.7,2.8,20.72,66.25,1.1
83587,13/06/17,12:00:00,12.6,,16.7,,,,,
83587,14/06/17,00:00:00,,25.4,,1.4,3.6,20.2,78.25,0.8
83587,14/06/17,12:00:00,0,,18.1,,,,,
83587,15/06/17,00:00:00,,24.2,,8.8,3.1,19.1,64.25,1.066667
83587,15/06/17,12:00:00,0,,16.6,,,,,
83587,16/06/17,00:00:00,,24,,9,4.3,19.06,63.25,1.1
83587,16/06/17,12:00:00,0,,15.5,,,,,
83587,17/06/17,00:00:00,,23.9,,8.4,4.2,19.12,60.5,1.1
83587,17/06/17,12:00:00,0,,15.4,,,,,
83587,18/06/17,00:00:00,,25.8,,9.1,4.1,19.84,57.5,0.9
83587,18/06/17,12:00:00,0,,15,,,,,
83587,19/06/17,00:00:00,,26.5,,8,4.5,20.66,44,0.833333
83587,19/06/17,12:00:00,0,,15.4,,,,,
83587,20/06/17,00:00:00,,24.6,,3.2,6.4,20.96,55.25,1.4
83587,20/06/17,12:00:00,0,,19.1,,,,,
83587,21/06/17,00:00:00,,22.8,,3.9,5,18.62,65,1.266667
83587,21/06/17,12:00:00,0,,16.5,,,,,
83587,22/06/17,00:00:00,,22.5,,8.3,4.1,18.22,66,1.433333
83587,22/06/17,12:00:00,0,,14.9,,,,,
83587,23/06/17,00:00:00,,23.1,,9,5.4,18.48,60.25,1.233333
83587,23/06/17,12:00:00,0,,14.9,,,,,
83587,24/06/17,00:00:00,,23,,8.7,4.8,18.6,66,1.333333
83587,24/06/17,12:00:00,0,,15.8,,,,,
83587,25/06/17,00:00:00,,23.1,,9.2,5,17.72,62,1.333333
83587,25/06/17,12:00:00,0,,13.6,,,,,
83587,26/06/17,00:00:00,,22.1,,7,4.8,17.04,74,1.433333
83587,26/06/17,12:00:00,0,,13.9,,,,,
83587,27/06/17,00:00:00,,22.2,,7.6,4,18,65,1.466667
83587,27/06/17,12:00:00,0,,13.5,,,,,
83587,28/06/17,00:00:00,,23.6,,7.9,4.4,19.06,67.25,1.266667
83587,28/06/17,12:00:00,0,,16.1,,,,,
83587,29/06/17,00:00:00,,23.5,,9.2,5,18.68,56.25,1.4
83587,29/06/17,12:00:00,0,,15.1,,,,,
83587,30/06/17,00:00:00,,24.9,,8.8,5.5,19.2,55.75,0.7
83587,30/06/17,12:00:00,0,,14.5,,,,,
83587,01/07/17,00:00:00,,25.2,,6.7,5.2,18.78,58.25,0.5
83587,01/07/17,12:00:00,0,,14.4,,,,,
83587,02/07/17,00:00:00,,22.9,,7.8,6.2,17.46,69.75,2.1
83587,02/07/17,12:00:00,0,,15.3,,,,,
83587,03/07/17,00:00:00,,19.7,,9.1,6.1,14.52,49,1.2
83587,03/07/17,12:00:00,0,,11.8,,,,,
83587,04/07/17,00:00:00,,18,,8.2,5.5,14.02,54,1.566667
83587,04/07/17,12:00:00,0,,9.4,,,,,
83587,05/07/17,00:00:00,,18.8,,4.7,5.3,15.26,63.75,1.35
83587,05/07/17,12:00:00,0,,12.4,,,,,
83587,06/07/17,00:00:00,,19.9,,4.3,3.7,15.72,70.25,1.4
83587,06/07/17,12:00:00,0,,12.4,,,,,
83587,07/07/17,00:00:00,,20.2,,2.9,3.8,16.18,67.5,1.533333
83587,07/07/17,12:00:00,0,,13.4,,,,,
83587,08/07/17,00:00:00,,21.2,,6.3,3.4,16.36,62.75,1
83587,08/07/17,12:00:00,0,,13.7,,,,,
83587,09/07/17,00:00:00,,22.6,,8.3,4.5,17.38,63.5,0.933333
83587,09/07/17,12:00:00,0,,13.9,,,,,
83587,10/07/17,00:00:00,,20.7,,7.7,5.3,17.4,62.5,1.133333
83587,10/07/17,12:00:00,0,,14.8,,,,,
83587,11/07/17,00:00:00,,23.3,,8.9,4.9,18.4,61.75,1.233333
83587,11/07/17,12:00:00,0,,15,,,,,
83587,12/07/17,00:00:00,,24.6,,9,5.3,19.02,58.75,1.133333
83587,12/07/17,12:00:00,0,,15.6,,,,,
83587,13/07/17,00:00:00,,23.7,,8.1,5.3,18.36,60,1.033333
83587,13/07/17,12:00:00,0,,15.4,,,,,
83587,14/07/17,00:00:00,,22,,6.3,4.9,17.94,67.25,1.533333
83587,14/07/17,12:00:00,0,,15,,,,,
83587,15/07/17,00:00:00,,22.3,,7,4.7,17.28,64.5,1.333333
83587,15/07/17,12:00:00,0,,14,,,,,
83587,16/07/17,00:00:00,,24.7,,8.5,4.6,18.52,54.25,0.533333
83587,16/07/17,12:00:00,0,,15,,,,,
83587,17/07/17,00:00:00,,26,,6.7,4.5,19.38,55.25,0.966667
83587,17/07/17,12:00:00,0,,14.4,,,,,
83587,18/07/17,00:00:00,,25,,6.2,4.1,19.42,53.5,1.166667
83587,18/07/17,12:00:00,0,,16.2,,,,,
83587,19/07/17,00:00:00,,23,,8.8,5.6,18.18,52,0.966667
83587,19/07/17,12:00:00,0,,15.2,,,,,
83587,20/07/17,00:00:00,,24.2,,7.1,5.1,18.9,52.25,1.4
83587,20/07/17,12:00:00,0,,15,,,,,
83587,21/07/17,00:00:00,,25.4,,6.8,5.5,19.9,51.25,0.566667
83587,21/07/17,12:00:00,0,,15.8,,,,,
83587,22/07/17,00:00:00,,26.6,,8.2,5.4,20.54,43.25,0.5
83587,22/07/17,12:00:00,0,,15.5,,,,,
83587,23/07/17,00:00:00,,23.5,,8.9,6.9,19.14,38.5,1.166667
83587,23/07/17,12:00:00,0,,16,,,,,
83587,24/07/17,00:00:00,,24,,8.2,7,19.42,51.5,1.233333
83587,24/07/17,12:00:00,0,,15,,,,,
83587,25/07/17,00:00:00,,23.7,,8.5,4.9,18.84,50.25,1.133333
83587,25/07/17,12:00:00,0,,16.2,,,,,
83587,26/07/17,00:00:00,,23.7,,8.9,5.5,18.72,52.25,1.266667
83587,26/07/17,12:00:00,0,,16,,,,,
83587,27/07/17,00:00:00,,22.7,,8.4,7.4,17.8,54.25,1.466667
83587,27/07/17,12:00:00,0,,14.6,,,,,
83587,28/07/17,00:00:00,,23.8,,9.2,5.3,18.18,48.75,0.966667
83587,28/07/17,12:00:00,0,,14,,,,,
83587,29/07/17,00:00:00,,19.9,,2.5,6.3,16.76,68.5,1.333333
83587,29/07/17,12:00:00,0,,14,,,,,
83587,30/07/17,00:00:00,,22.2,,7.8,4,17.06,55,1.366667
83587,30/07/17,12:00:00,0.5,,13.8,,,,,
83587,31/07/17,00:00:00,,21.9,,8.4,6.5,17.08,49.25,1.4
83587,31/07/17,12:00:00,0,,14.4,,,,,
83587,01/08/17,00:00:00,,21.7,,2.8,5.7,16.52,50,0.833333
83587,01/08/17,12:00:00,0,,12.8,,,,,
83587,02/08/17,00:00:00,,23.9,,6.2,4,17.86,52,0.766667
83587,02/08/17,12:00:00,0,,12.7,,,,,
83587,03/08/17,00:00:00,,27.9,,9.2,4.3,20.78,40.5,1.066667
83587,03/08/17,12:00:00,0,,13.7,,,,,
83587,04/08/17,00:00:00,,28.2,,9.2,6.7,21.62,38.25,1.033333
83587,04/08/17,12:00:00,0,,18,,,,,
83587,05/08/17,00:00:00,,25.6,,6.8,7.3,19.04,48,1.9
83587,05/08/17,12:00:00,0,,14.3,,,,,
83587,06/08/17,00:00:00,,22.9,,8.8,6.1,17.48,58.75,2.2
83587,06/08/17,12:00:00,0,,13.3,,,,,
83587,07/08/17,00:00:00,,24.7,,9.2,5.5,18.88,53,1.233333
83587,07/08/17,12:00:00,0,,14.5,,,,,
83587,08/08/17,00:00:00,,28.7,,8.9,5.2,20.96,42.75,1.033333
83587,08/08/17,12:00:00,0,,14.7,,,,,
83587,09/08/17,00:00:00,,30.6,,8.9,6.3,22.9,36.5,1.066667
83587,09/08/17,12:00:00,0,,15.3,,,,,
83587,10/08/17,00:00:00,,31.9,,9.2,7.6,24.96,33.25,1
83587,10/08/17,12:00:00,0,,17.9,,,,,
83587,11/08/17,00:00:00,,26,,8.8,7.9,20.3,61,1.3
83587,11/08/17,12:00:00,0,,16.9,,,,,
83587,12/08/17,00:00:00,,26.4,,9.2,8.5,20.46,55.5,0.833333
83587,12/08/17,12:00:00,0,,16.3,,,,,
83587,13/08/17,00:00:00,,28.1,,9.2,0.5,20.64,54.25,0.533333
83587,13/08/17,12:00:00,0,,16.2,,,,,
83587,14/08/17,00:00:00,,31.4,,9.1,5.2,23.38,44,0.933333
83587,14/08/17,12:00:00,0,,16.1,,,,,
83587,15/08/17,00:00:00,,25.6,,8.9,7,21.06,57.75,1.033333
83587,15/08/17,12:00:00,0,,19.2,,,,,
83587,16/08/17,00:00:00,,27.2,,8.9,6.4,21.48,48.75,1.3
83587,16/08/17,12:00:00,0,,16.7,,,,,
83587,17/08/17,00:00:00,,29.4,,8.3,6.3,22.98,47,1.15
83587,17/08/17,12:00:00,0,,18.3,,,,,
83587,18/08/17,00:00:00,,27.4,,5.1,7.1,21.7,55.5,1.8
83587,18/08/17,12:00:00,0,,18.5,,,,,
83587,19/08/17,00:00:00,,27.4,,9.4,6.5,21.24,55,1.4
83587,19/08/17,12:00:00,0,,18.1,,,,,
83587,20/08/17,00:00:00,,30.8,,9.3,6.4,23.58,44.25,0.8
83587,20/08/17,12:00:00,0,,18,,,,,
83587,21/08/17,00:00:00,,27.8,,6.6,7.4,19.98,63.25,1.9
83587,21/08/17,12:00:00,0,,16.1,,,,,
83587,22/08/17,00:00:00,,23.4,,7.9,5.7,18.62,55.5,2.566667
83587,22/08/17,12:00:00,0,,14.5,,,,,
83587,23/08/17,00:00:00,,,,8.8,6.2,,,2.5
83587,23/08/17,12:00:00,0,,15.3,,,,,
83587,24/08/17,00:00:00,,25.4,,7.6,5.3,18.66,62.25,1.5
83587,24/08/17,12:00:00,0,,15,,,,,
83587,25/08/17,00:00:00,,23.5,,9.1,6.5,17.62,48.5,2.733333
83587,25/08/17,12:00:00,0,,13.9,,,,,
83587,26/08/17,00:00:00,,26.7,,9.1,6.6,19.28,41,2.4
83587,26/08/17,12:00:00,0,,13.6,,,,,
83587,27/08/17,00:00:00,,27,,9,7.2,20.3,42.25,1.7
83587,27/08/17,12:00:00,0,,14.8,,,,,
83587,28/08/17,00:00:00,,29.6,,8.9,8.1,22.34,36.25,2.1
83587,28/08/17,12:00:00,0,,16.9,,,,,
83587,29/08/17,00:00:00,,28.4,,9,9.1,21.54,37,1.233333
83587,29/08/17,12:00:00,0,,17.1,,,,,
83587,30/08/17,00:00:00,,31,,8.9,8.3,23.1,42,2.466667
83587,30/08/17,12:00:00,0,,16.5,,,,,
83587,31/08/17,00:00:00,,32.1,,8.9,7.4,24.96,39,1.7
83587,31/08/17,12:00:00,0,,18.9,,,,,
83587,01/09/17,00:00:00,,24.2,,2,10,19.56,60.25,1.7
83587,01/09/17,12:00:00,0,,16.9,,,,,
83587,02/09/17,00:00:00,,24,,8.6,4.8,18.32,46.25,1.066667
83587,02/09/17,12:00:00,0,,13.2,,,,,
83587,03/09/17,00:00:00,,22.6,,8.2,9,17.02,49,1.766667
83587,03/09/17,12:00:00,0,,13.7,,,,,
83587,04/09/17,00:00:00,,22.9,,8.5,4.7,17.82,50,1.466667
83587,04/09/17,12:00:00,0,,13.3,,,,,
83587,05/09/17,00:00:00,,26.6,,8.6,6.1,19.98,42.5,0.933333
83587,05/09/17,12:00:00,0,,14.3,,,,,
83587,06/09/17,00:00:00,,28.6,,8.8,6.9,21.74,40.75,1.333333
83587,06/09/17,12:00:00,0,,15.1,,,,,
83587,07/09/17,00:00:00,,28.5,,8.7,6.3,22.2,34,1.066667
83587,07/09/17,12:00:00,0,,17.3,,,,,
83587,08/09/17,00:00:00,,27.1,,8.7,9.1,20.56,45.25,1.766667
83587,08/09/17,12:00:00,0,,16.3,,,,,
83587,09/09/17,00:00:00,,27.1,,8.8,8.5,20.54,43,1.5
83587,09/09/17,12:00:00,0,,15.6,,,,,
83587,10/09/17,00:00:00,,27,,8.5,8,21.2,51,1.233333
83587,10/09/17,12:00:00,0,,17.2,,,,,
83587,11/09/17,00:00:00,,27.7,,8.8,7.9,21.84,44.75,2
83587,11/09/17,12:00:00,0,,17.9,,,,,
83587,12/09/17,00:00:00,,27.9,,8.8,8.8,21.24,99.25,1.933333
83587,12/09/17,12:00:00,0,,16.3,,,,,
83587,13/09/17,00:00:00,,27.5,,8.8,8.1,21.1,43.75,1.933333
83587,13/09/17,12:00:00,0,,15.9,,,,,
83587,14/09/17,00:00:00,,29.5,,8.8,8.3,22.58,41.5,1.366667
83587,14/09/17,12:00:00,0,,16.7,,,,,
83587,15/09/17,00:00:00,,30.2,,8.9,8.3,23.14,43.25,1.733333
83587,15/09/17,12:00:00,0,,18.1,,,,,
83587,16/09/17,00:00:00,,27.9,,9.2,9.3,21.56,45.5,1.533333
83587,16/09/17,12:00:00,0,,17.2,,,,,
83587,17/09/17,00:00:00,,27.3,,9.4,8.4,21.44,47.25,2.1
83587,17/09/17,12:00:00,0,,16.6,,,,,
83587,18/09/17,00:00:00,,26.5,,9.2,7.4,21.06,45.75,1.8
83587,18/09/17,12:00:00,0,,17.1,,,,,
83587,19/09/17,00:00:00,,26.8,,9.7,7.4,21.1,49,1.5
83587,19/09/17,12:00:00,0,,17.1,,,,,
83587,20/09/17,00:00:00,,26.9,,9.2,6.6,21.08,41.75,1.4
83587,20/09/17,12:00:00,0,,16.9,,,,,
83587,21/09/17,00:00:00,,27.2,,10.2,7.5,21.2,41.75,1.433333
83587,21/09/17,12:00:00,0,,16.2,,,,,
83587,22/09/17,00:00:00,,26.5,,5.8,7.3,20.3,46,1.566667
83587,22/09/17,12:00:00,0,,16.2,,,,,
83587,23/09/17,00:00:00,,27.2,,4.8,6.3,20.76,49.25,1.066667
83587,23/09/17,12:00:00,0,,16.6,,,,,
83587,24/09/17,00:00:00,,27.9,,8.6,6.5,21.74,41,1.066667
83587,24/09/17,12:00:00,0,,17.4,,,,,
83587,25/09/17,00:00:00,,26.1,,6.4,9.8,20.76,45,1.866667
83587,25/09/17,12:00:00,0,,17.5,,,,,
83587,26/09/17,00:00:00,,26.9,,9.1,7.4,21.12,48.25,1.866667
83587,26/09/17,12:00:00,0,,16.5,,,,,
83587,27/09/17,00:00:00,,28.1,,6.1,7.5,22.18,53.5,1.733333
83587,27/09/17,12:00:00,0,,17.5,,,,,
83587,28/09/17,00:00:00,,32.6,,9.1,6.2,25.18,44.5,1.766667
83587,28/09/17,12:00:00,0,,18.3,,,,,
83587,29/09/17,00:00:00,,30.7,,10,6.9,24.38,46,2.533333
83587,29/09/17,12:00:00,39.1,,18,,,,,
83587,30/09/17,00:00:00,,24.6,,0,8.6,18.98,90.25,1.366667
83587,30/09/17,12:00:00,7.5,,17,,,,,
83587,01/10/17,00:00:00,,30,,8.7,0.9,22.38,57.5,0.966667
83587,01/10/17,12:00:00,22,,16.4,,,,,
83587,02/10/17,00:00:00,,32.2,,5.6,5.1,24.46,73.25,1.466667
83587,02/10/17,12:00:00,0,,19.6,,,,,
83587,03/10/17,00:00:00,,24.7,,0.8,3.6,20.98,74.5,1.133333
83587,03/10/17,12:00:00,34.6,,19.3,,,,,
83587,04/10/17,00:00:00,,24.8,,0.2,3.4,21.22,72.75,1.533333
83587,04/10/17,12:00:00,0,,18.5,,,,,
83587,05/10/17,00:00:00,,26.6,,7.5,3.9,21.58,63.25,2.366667
83587,05/10/17,12:00:00,0,,18.3,,,,,
83587,06/10/17,00:00:00,,30.8,,10.6,5.9,24.22,44.75,1.633333
83587,06/10/17,12:00:00,0,,18.2,,,,,
83587,07/10/17,00:00:00,,35.9,,9.5,8.1,25.12,48,1.066667
83587,07/10/17,12:00:00,0,,19.4,,,,,
83587,08/10/17,00:00:00,,28.6,,10.5,8.9,22.8,46.75,1.5
83587,08/10/17,12:00:00,0,,19,,,,,
83587,09/10/17,00:00:00,,28.6,,10.1,8.1,22.94,50.75,1.6
83587,09/10/17,12:00:00,0,,18.1,,,,,
83587,10/10/17,00:00:00,,31.8,,10.4,8.2,25.3,40,1.333333
83587,10/10/17,12:00:00,0,,20.4,,,,,
83587,11/10/17,00:00:00,,32.2,,10.6,9.6,25.52,39.5,1.333333
83587,11/10/17,12:00:00,0,,21.2,,,,,
83587,12/10/17,00:00:00,,32.8,,10.7,0,26.28,33.5,0.9
83587,12/10/17,12:00:00,0,,21.3,,,,,
83587,13/10/17,00:00:00,,30.8,,10.8,,25.28,40,1.366667
83587,13/10/17,12:00:00,0,,21.2,,,,,
83587,14/10/17,00:00:00,,33.8,,10.8,8.7,26.94,32.5,0.966667
83587,14/10/17,12:00:00,0,,20.6,,,,,
83587,15/10/17,00:00:00,,32.6,,,10.2,26.3,47,1.6
83587,15/10/17,12:00:00,0,,23.2,,,,,
83587,16/10/17,00:00:00,,27.3,,4.7,8.8,23.06,58.25,2.466667
83587,16/10/17,12:00:00,3,,20.3,,,,,
83587,17/10/17,00:00:00,,28.8,,10.5,7.4,22.76,57,2.2
83587,17/10/17,12:00:00,0,,19.8,,,,,
83587,18/10/17,00:00:00,,28.8,,10.7,8.2,22.18,42,1.666667
83587,18/10/17,12:00:00,0,,17.5,,,,,
83587,19/10/17,00:00:00,,31,,11.1,10.8,23.9,38.5,1.333333
83587,19/10/17,12:00:00,0,,17.5,,,,,
83587,20/10/17,00:00:00,,32.7,,10.2,10.1,26.84,26,1.6
83587,20/10/17,12:00:00,0,,19.7,,,,,
83587,21/10/17,00:00:00,,34.4,,7.8,13.1,27.64,40.25,1.433333
83587,21/10/17,12:00:00,0,,22.3,,,,,
83587,22/10/17,00:00:00,,34.4,,5.1,10.6,26.94,43,1.133333
83587,22/10/17,12:00:00,5.4,,20.8,,,,,
83587,23/10/17,00:00:00,,30.1,,2.5,8,23.38,56.5,1.433333
83587,23/10/17,12:00:00,0,,19.6,,,,,
83587,24/10/17,00:00:00,,27.1,,1.9,5.2,22.52,57.75,2.2
83587,24/10/17,12:00:00,38.2,,19.7,,,,,
83587,25/10/17,00:00:00,,28.4,,9.2,6.1,23.14,51,1.7
83587,25/10/17,12:00:00,0,,19.5,,,,,
83587,26/10/17,00:00:00,,31.4,,9.5,7.7,24.6,50,1.1
83587,26/10/17,12:00:00,0,,19.8,,,,,
83587,27/10/17,00:00:00,,33.2,,4.1,7.9,25.9,44.25,1.333333
83587,27/10/17,12:00:00,0,,20.7,,,,,
83587,28/10/17,00:00:00,,27.1,,5.3,7,22.3,70.25,1.1
83587,28/10/17,12:00:00,0,,18,,,,,
83587,29/10/17,00:00:00,,30.3,,6.3,3.1,24.06,61.75,1
83587,29/10/17,12:00:00,31.4,,19,,,,,
83587,30/10/17,00:00:00,,26.6,,3.3,5.1,22.86,62.5,1.5
83587,30/10/17,12:00:00,0.6,,20,,,,,
83587,31/10/17,00:00:00,,29.5,,6.3,3.8,23.74,64.75,1.233333
83587,31/10/17,12:00:00,13,,19.4,,,,,
83587,01/11/17,00:00:00,,24.1,,0,4.8,19.8,74.5,1.3
83587,01/11/17,12:00:00,0,,18.4,,,,,
83587,02/11/17,00:00:00,,23.7,,5.3,2.3,20.48,64.25,2.033333
83587,02/11/17,12:00:00,1.6,,17.4,,,,,
83587,03/11/17,00:00:00,,27.3,,9.1,4.7,21.72,60.5,1.433333
83587,03/11/17,12:00:00,0,,17.7,,,,,
83587,04/11/17,00:00:00,,29,,5.4,4.7,23.58,58,0.9
83587,04/11/17,12:00:00,0,,18.4,,,,,
83587,05/11/17,00:00:00,,29,,4.1,5,25.02,58.5,0.533333
83587,05/11/17,12:00:00,0,,21.2,,,,,
83587,06/11/17,00:00:00,,26.9,,4.2,5.8,22.48,71.75,2
83587,06/11/17,12:00:00,0,,20.4,,,,,
83587,07/11/17,00:00:00,,23.2,,0.5,4.2,20.14,69.5,1.666667
83587,07/11/17,12:00:00,0.8,,17.9,,,,,
83587,08/11/17,00:00:00,,23.3,,1.1,4,20.06,70.5,0.9
83587,08/11/17,12:00:00,0,,17.3,,,,,
83587,09/11/17,00:00:00,,22.4,,0.4,3.4,19.32,85,1.366667
83587,09/11/17,12:00:00,2.2,,17.3,,,,,
83587,10/11/17,00:00:00,,23.2,,0,2.5,20.78,77,1.266667
83587,10/11/17,12:00:00,0.1,,17.9,,,,,
83587,11/11/17,00:00:00,,23.7,,0.2,1.8,20.8,85.25,1.1
83587,11/11/17,12:00:00,22.4,,18.4,,,,,
83587,12/11/17,00:00:00,,29.4,,6.5,1.3,22.82,59.75,1.7
83587,12/11/17,12:00:00,49,,18.2,,,,,
83587,13/11/17,00:00:00,,32,,11.6,5.7,25.3,36.75,0.8
83587,13/11/17,12:00:00,0,,19.4,,,,,
83587,14/11/17,00:00:00,,30.5,,10.4,9.1,24.46,50.25,1.433333
83587,14/11/17,12:00:00,0,,19.9,,,,,
83587,15/11/17,00:00:00,,30,,10.4,7.1,23.7,54,1.933333
83587,15/11/17,12:00:00,0,,19.8,,,,,
83587,16/11/17,00:00:00,,31.7,,11.2,6.8,24.56,51.25,1.55
83587,16/11/17,12:00:00,0,,18.5,,,,,
83587,17/11/17,00:00:00,,32.4,,10.8,7.1,25.76,45.75,1.833333
83587,17/11/17,12:00:00,0,,20.2,,,,,
83587,18/11/17,00:00:00,,30.1,,6,8.1,23.92,66.75,1.3
83587,18/11/17,12:00:00,0,,21,,,,,
83587,19/11/17,00:00:00,,29.7,,4.8,4.3,22.66,81,0.6
83587,19/11/17,12:00:00,36.6,,18.5,,,,,
83587,20/11/17,00:00:00,,29.3,,4.3,2.4,22.96,76.25,1.266667
83587,20/11/17,12:00:00,15.2,,20.2,,,,,
83587,21/11/17,00:00:00,,25.6,,0.5,3.6,22.08,85,0.433333
83587,21/11/17,12:00:00,3.8,,19.9,,,,,
83587,22/11/17,00:00:00,,23.3,,0,1.7,21.2,89,1.866667
83587,22/11/17,12:00:00,17.4,,19.8,,,,,
83587,23/11/17,00:00:00,,24.5,,0,1.2,20.98,81.25,0.833333
83587,23/11/17,12:00:00,23.8,,19.5,,,,,
83587,24/11/17,00:00:00,,24.1,,0.4,1.7,20.96,76,1.766667
83587,24/11/17,12:00:00,6.3,,18.5,,,,,
83587,25/11/17,00:00:00,,27.5,,3,3,23.04,64.75,1.8
83587,25/11/17,12:00:00,0,,18.8,,,,,
83587,26/11/17,00:00:00,,27.3,,2.6,4.8,22.76,67,0.766667
83587,26/11/17,12:00:00,0.3,,20,,,,,
83587,27/11/17,00:00:00,,28.8,,0.9,3.6,24.06,63.5,1.266667
83587,27/11/17,12:00:00,0.2,,20.7,,,,,
83587,28/11/17,00:00:00,,29.4,,8.1,3.9,23.94,69.5,1.2
83587,28/11/17,12:00:00,0.2,,20,,,,,
83587,29/11/17,00:00:00,,28.9,,8.9,4.8,23.14,65.25,1.4
83587,29/11/17,12:00:00,4.7,,20,,,,,
83587,30/11/17,00:00:00,,27.9,,4.8,3.9,22.16,69.25,1.166667
83587,30/11/17,12:00:00,1,,19.6,,,,,
83587,01/12/17,00:00:00,,21.4,,0,4.1,19.94,93,1.433333
83587,01/12/17,12:00:00,15.1,,19.5,,,,,
83587,02/12/17,00:00:00,,25.2,,0.6,0.9,20.54,93.5,0.8
83587,02/12/17,12:00:00,17.3,,18.2,,,,,
83587,03/12/17,00:00:00,,25.8,,1.8,1,21.5,88.75,0.7
83587,03/12/17,12:00:00,75.3,,19.4,,,,,
83587,04/12/17,00:00:00,,26.5,,0.4,0.9,23.72,88.5,1.1
83587,04/12/17,12:00:00,93.2,,20.4,,,,,
83587,05/12/17,00:00:00,,29.1,,4.2,1.1,24.24,71,0.266667
83587,05/12/17,12:00:00,6.6,,21.2,,,,,
83587,06/12/17,00:00:00,,27.3,,1.7,4.2,23.3,71,1.666667
83587,06/12/17,12:00:00,0,,20.9,,,,,
83587,07/12/17,00:00:00,,24.5,,0.6,3.3,21.54,80.25,1.466667
83587,07/12/17,12:00:00,0.2,,20.3,,,,,
83587,08/12/17,00:00:00,,23.7,,0.2,2,21.34,94.25,0.5
83587,08/12/17,12:00:00,14.6,,19.1,,,,,
83587,09/12/17,00:00:00,,30.1,,6.5,0.8,24.56,66.5,0.8
83587,09/12/17,12:00:00,48.8,,19.8,,,,,
83587,10/12/17,00:00:00,,31.1,,9.6,4,25.14,61.5,1.2
83587,10/12/17,12:00:00,4.6,,20.5,,,,,
83587,11/12/17,00:00:00,,24.9,,0,4.7,21.96,82,1.666667
83587,11/12/17,12:00:00,0,,20.8,,,,,
83587,12/12/17,00:00:00,,27.4,,3,2,22.68,63.25,1.066667
83587,12/12/17,12:00:00,4.4,,19.4,,,,,
83587,13/12/17,00:00:00,,24.8,,4.2,5.4,21.22,72.75,1.433333
83587,13/12/17,12:00:00,0,,19.1,,,,,
83587,14/12/17,00:00:00,,25.1,,1.4,3.6,21.58,72,1.9
83587,14/12/17,12:00:00,0.7,,18.9,,,,,
83587,15/12/17,00:00:00,,27.1,,6.8,3.7,22.62,71,1.066667
83587,15/12/17,12:00:00,0,,19,,,,,
83587,16/12/17,00:00:00,,27.1,,2.5,3.2,22.24,82.5,0.733333
83587,16/12/17,12:00:00,0.8,,19.6,,,,,
83587,17/12/17,00:00:00,,28.4,,7.3,2.6,24.02,61.75,2
83587,17/12/17,12:00:00,6.5,,20.2,,,,,
83587,18/12/17,00:00:00,,31.1,,10,5.9,24.88,53.75,1.5
83587,18/12/17,12:00:00,0,,19.9,,,,,
83587,19/12/17,00:00:00,,29.4,,9.4,6.1,24.44,50.75,1.066667
83587,19/12/17,12:00:00,0,,20.3,,,,,
83587,20/12/17,00:00:00,,30.6,,9.6,7.3,25.18,53.25,1.066667
83587,20/12/17,12:00:00,0,,20.2,,,,,
83587,21/12/17,00:00:00,,29.7,,8.2,7.2,24.84,56.25,2.266667
83587,21/12/17,12:00:00,0,,21.1,,,,,
83587,22/12/17,00:00:00,,29.4,,3.1,6.3,24.34,57.5,1.4
83587,22/12/17,12:00:00,0,,21.2,,,,,
83587,23/12/17,00:00:00,,31.8,,10.5,5.9,25.86,49.75,1.166667
83587,23/12/17,12:00:00,0.1,,21,,,,,
83587,24/12/17,00:00:00,,32.2,,8.7,7.2,27.1,51.25,1.066667
83587,24/12/17,12:00:00,0,,21.6,,,,,
83587,25/12/17,00:00:00,,29.7,,9.4,7.2,27.22,55,1.6
83587,25/12/17,12:00:00,0,,22.7,,,,,
83587,26/12/17,00:00:00,,31.3,,4.6,5.6,26.64,60.5,1.333333
83587,26/12/17,12:00:00,0.2,,22.6,,,,,
83587,27/12/17,00:00:00,,30.7,,7.1,5.5,26.14,60,2.233333
83587,27/12/17,12:00:00,0,,22.3,,,,,
83587,28/12/17,00:00:00,,31.7,,8.8,5.5,26.08,61.25,1.633333
83587,28/12/17,12:00:00,0,,22.3,,,,,
83587,29/12/17,00:00:00,,31,,3.6,6,25.98,57.75,1.133333
83587,29/12/17,12:00:00,0,,21.8,,,,,
83587,30/12/17,00:00:00,,26.8,,0.5,7.1,22.48,87,1.433333
83587,30/12/17,12:00:00,0,,19.9,,,,,
83587,31/12/17,00:00:00,,27.9,,4.8,1.5,23.6,71.75,1.633333
83587,31/12/17,12:00:00,41.6,,19.9,,,,,
83587,01/01/18,00:00:00,,30,,5.8,3.6,24.46,62.5,1.166667
83587,01/01/18,12:00:00,1.4,,20.8,,,,,
83587,02/01/18,00:00:00,,29.8,,3.8,5,25.1,61.5,1.2
83587,02/01/18,12:00:00,0.2,,20.8,,,,,
83587,03/01/18,00:00:00,,30.2,,5.4,4.9,23.12,77,1.7
83587,03/01/18,12:00:00,5.1,,19.9,,,,,
83587,04/01/18,00:00:00,,22.9,,0,3.6,20.98,90.75,1.3
83587,04/01/18,12:00:00,18.4,,19.3,,,,,
